GEOID20,district
17019010400,2
17019010601,16
17019010500,2
17041952200,16
17041952300,16
17041952100,16
17041952400,16
17113000301,16
17061974000,17
17041952000,16
17113000302,16
17031730202,6
17031660301,4
17031813702,4
17031813302,4
17031063302,8
17031220701,3
17031660302,4
17031252201,7
17031804715,5
17031804108,5
17031840000,7
17031835600,7
17031802403,9
17031813301,4
17031803701,5
17031803016,9
17031843600,7
17031834600,7
17113001103,16
17113000504,16
17113000502,16
17113000501,16
17031836100,7
17031836400,7
17197881301,14
17197883213,14
17197881113,1
17197881111,1
17197882602,14
17197882702,14
17197883214,14
17197883210,14
17031030103,9
17031030102,9
17031030601,9
17031030706,8
17089851101,5
17197881115,1
17031061902,8
17089850105,5
17113001500,16
17113001402,16
17113001700,16
17113001600,16
17031063303,8
17031081202,8
17113001303,16
17113001200,16
17031252202,7
17031040401,8
17031770601,8
17031252102,7
17031210602,3
17031220901,3
17031220601,3
17031220602,3
17123961400,15
17123961500,15
17081050700,13
17201001000,15
17123961300,15
17183010200,2
17123961200,16
17123961100,16
17081050200,13
17081050300,13
17081050400,13
17081050500,13
17081050600,13
17081051100,13
17081050800,13
17081050100,13
17029000800,16
17029000500,16
17029000900,16
17029001000,13
17115001000,16
17115000900,16
17029000400,16
17029000300,16
17115000600,16
17115000400,16
17113005700,16
17113005502,16
17113005602,16
17113001302,16
17113000105,16
17113005202,16
17001010301,17
17113000200,16
17023060200,13
17001010302,17
17113000400,16
17113005601,16
17113005501,16
17113001301,16
17143002500,17
17143002400,17
17143002800,17
17143002600,17
17023060400,13
17023060300,13
17143002300,17
17023060100,13
17083010200,17
17097861702,10
17083010100,17
17083010500,17
17143003101,17
17143003000,17
17097861505,10
17097865801,9
17061973900,17
17061973800,17
17061973700,17
17061973600,17
17021958900,12
17083010300,17
17029000702,16
17029000701,13
17031804203,5
17031806006,9
17031803616,5
17031803614,9
17031330101,7
17031330102,7
17031806005,9
17031460800,2
17187870500,17
17031824508,6
17129010100,17
17129010200,17
17031828508,2
17031809402,9
17031824126,6
17031828507,2
17183000500,2
17183010300,2
17183000100,2
17183001300,2
17183010800,2
17117956500,12
17183000700,2
17183010701,2
17183010500,2
17183010400,2
17183010100,2
17183010600,2
17197880416,14
17183000900,2
17183011100,16
17183000800,2
17015960100,15
17015960300,15
17015960600,15
17015960500,15
17183001200,2
17183010900,16
17015960400,15
17015960200,15
17031824128,1
17031824129,1
17031804313,5
17031829903,2
17031824127,6
17031824509,6
17031824124,6
17031824125,6
17031612200,7
17031490200,6
17031844600,7
17031844700,7
17031820203,1
17031804312,5
17031630600,4
17031820204,1
17031804513,5
17031804315,5
17031809401,9
17031320102,7
17031803615,5
17031803613,10
17031804512,5
17031804314,5
17131040200,17
17131040300,17
17091012300,2
17131040400,17
17017960400,17
17017960300,17
17131040100,17
17017960200,17
17031812000,7
17031818000,7
17043846504,14
17031829402,2
17091012400,2
17091011300,2
17031815600,4
17043846405,14
17093890107,14
17093890401,11
17051950600,12
17051950900,12
17093890602,11
17093890501,11
17093890601,11
17093890404,11
17109011100,17
17051951100,12
17109010300,17
17109010100,17
17051950800,12
17051951000,12
17051950700,12
17051950500,12
17109010900,17
17109010700,17
17141961301,15
17109010200,17
17045070500,16
17109011000,17
17109010600,17
17045070200,16
17183011200,2
17037001003,11
17181950500,13
17181950200,13
17141961302,15
17141961001,15
17037001004,11
17141961002,15
17187870400,17
17187870200,17
17183000300,2
17187870300,17
17181950300,13
17181950400,13
17187870100,17
17181950100,13
17031804514,5
17031804316,5
17031380600,7
17031330103,7
17031320101,7
17183000600,2
17031804204,5
17031829904,6
17031060800,8
17031060300,8
17031160800,3
17199020201,13
17031251100,7
17031251000,3
17031060100,8
17031051400,8
17137951800,17
17025972000,13
17121952500,13
17121952400,13
17025972200,13
17117956900,12
17025971900,13
17025972100,13
17053961800,2
17109010401,17
17053961700,2
17053961600,2
17137952100,17
17137951900,17
17109980000,17
17109010402,17
17071973300,17
17053962000,2
17071973500,17
17071973400,17
17043841327,5
17053961900,2
17043841604,5
17043841315,3
17141961100,15
17141961500,15
17141961600,15
17141960800,15
17177001100,15
17185957400,13
17141961700,15
17185957300,13
17111870905,11
17129010300,17
17019000700,16
17031819200,4
17141960900,15
17141961200,15
17141961400,15
17141960700,15
17113005900,16
17113001105,16
17019001203,16
17113006000,16
17019000901,16
17019000800,16
17113005102,16
17019000902,16
17027900500,13
17027900200,13
17017960100,17
17027900300,13
17019001000,16
17019001204,16
17027900100,13
17019001201,16
17095000200,17
17095001000,17
17167001600,12
17095001300,17
17121951900,13
17121951600,13
17121952000,13
17121952100,13
17031243000,7
17031242900,7
17031243200,7
17031243100,7
17031221000,3
17167002700,12
17031242800,7
17031221100,3
17031150600,3
17031110400,8
17031150800,3
17031150700,3
17031243400,7
17031243300,7
17101880700,13
17031071400,8
17031151200,3
17031151100,3
17031241100,3
17031241500,8
17101880800,13
17101880900,13
17101881100,13
17101881000,13
17031250200,3
17031243500,7
17031250400,7
17031250300,7
17031241300,7
17031241600,7
17161022600,17
17031241400,8
17001000500,17
17001010200,17
17001010400,17
17001010100,17
17031071500,8
17031250500,7
17001010500,17
17031071800,8
17031160100,8
17031080400,7
17031160300,8
17031160200,8
17001010600,17
17001000202,17
17031080300,8
17031080100,8
17031250600,7
17031221400,3
17031250800,7
17031250700,7
17031160700,3
17031160400,3
17031221500,3
17031221300,3
17047956900,13
17047957100,13
17167003500,17
17167003901,12
17167003201,12
17167004000,16
17167000400,12
17167000300,12
17167003203,12
17167003100,12
17167001400,12
17167000201,12
17167002500,12
17167003802,17
17167000100,17
17167003601,17
17167002400,12
17047957000,13
17167003300,12
17167003202,12
17167003400,12
17167003602,17
17167003000,12
17077010700,13
17077011200,13
17057953400,17
17077011600,13
17077010800,13
17167003603,17
17077010100,13
17077010400,13
17057952900,17
17057953500,17
17057953700,17
17057953000,17
17057953800,17
17057952800,17
17057953100,17
17057953200,17
17139977200,12
17139976900,12
17139977000,12
17139977100,12
17057953300,17
17057953900,17
17155954600,16
17155954500,11
17043842706,1
17055040900,13
17143005000,17
17043844401,1
17055040400,13
17055040200,13
17055040300,13
17055040800,13
17121952700,13
17121952600,13
17121951800,13
17121952300,13
17167001300,12
17167001200,12
17121951700,13
17121952200,13
17097863902,10
17103000300,15
17097863904,10
17097863903,10
17031803603,5
17031804705,5
17103000700,15
17031820101,1
17031061500,8
17031061100,8
17031062100,8
17031062000,8
17097864002,10
17097864001,10
17031300900,4
17031611200,7
17031829100,2
17031090100,8
17031824106,6
17031824503,6
17031827901,2
17031062200,8
17031090200,8
17031829500,2
17103000600,15
17031260400,7
17103000400,15
17103000200,15
17031801608,9
17031823801,1
17031826401,2
17031805901,9
17031811200,3
17031351500,7
17031804102,5
17031770800,8
17103000900,15
17103000100,15
17103000800,15
17103000500,15
17031801601,9
17031803901,9
17031804305,5
17031800900,9
17031803800,5
17031802605,9
17031210900,3
17031210800,3
17031062700,8
17031062600,8
17031062900,8
17031062800,8
17031241200,7
17031081100,8
17031062500,8
17031031200,8
17031090300,8
17031063400,8
17031100300,8
17031100100,8
17031062400,8
17031063000,8
17031063200,8
17031063100,8
17031420500,7
17031381500,7
17031081500,8
17031811500,3
17031816100,7
17031300500,4
17031817300,7
17031818700,4
17031050800,8
17031222800,3
17031210400,3
17031210100,3
17031081700,7
17031081600,7
17031081900,7
17031081800,7
17119403701,12
17119403702,12
17119404100,12
17119403603,12
17031230800,3
17031230700,3
17119403533,12
17031230900,3
17031822602,6
17031823304,6
17031820104,1
17031670500,6
17031820901,1
17031820502,1
17031823200,6
17031550200,2
17031804603,5
17031805109,9
17031242300,7
17031230600,3
17031580800,4
17031820700,4
17031770300,3
17031811800,4
17031801500,9
